"","Date","Price","PostCode"
"800","2010-02-26","280000","Dublin 9"
"801","2010-02-26","317500","Dublin 15"
"802","2010-02-26","265000",""
"803","2010-02-26","905000",""
"804","2010-02-26","149950","Dublin 11"
"805","2010-02-26","200000",""
"806","2010-02-26","280000","Dublin 9"
"807","2010-02-26","410000",""
"808","2010-02-26","300000",""
"809","2010-02-26","362000","Dublin 4"
"810","2010-02-26","167000","Dublin 12"
"811","2010-02-26","255000",""
"812","2010-02-26","440000","Dublin 15"
"813","2010-02-26","326000",""
"814","2010-02-26","170000",""
"815","2010-02-26","780000",""
"816","2010-02-26","145000",""
"817","2010-02-26","232000",""
"818","2010-02-26","1200000","Dublin 4"
"819","2010-02-26","490000","Dublin 6w"
"820","2010-02-26","300000",""
"821","2010-02-26","257500",""
"822","2010-02-26","240000",""
"823","2010-02-26","285000","Dublin 2"
"824","2010-02-26","135000","Dublin 3"
"825","2010-02-26","344000","Dublin 3"
"826","2010-02-26","348237","Dublin 18"
"827","2010-02-26","1550001",""
"828","2010-02-26","2250000",""
"829","2010-03-01","298000","Dublin 6"
"830","2010-03-01","285000","Dublin 15"
"831","2010-03-01","280000",""
"832","2010-03-01","390000",""
"833","2010-03-01","155000",""
"834","2010-03-01","340000",""
"835","2010-03-01","513000",""
"836","2010-03-01","750000","Dublin 4"
"837","2010-03-01","343500","Dublin 15"
"838","2010-03-01","166000","Dublin 8"
"839","2010-03-01","381000","Dublin 20"
"840","2010-03-01","450000",""
"841","2010-03-01","150000","Dublin 7"
"842","2010-03-01","480000",""
"843","2010-03-01","345000","Dublin 6"
"844","2010-03-01","320000","Dublin 2"
"845","2010-03-01","252000",""
"846","2010-03-01","436366","Dublin 2"
"847","2010-03-01","277500","Dublin 8"
"848","2010-03-01","348017","Dublin 18"
"849","2010-03-01","286343.61","Dublin 18"
"850","2010-03-01","168000","Dublin 15"
"851","2010-03-01","158000",""
"852","2010-03-02","277000",""
"853","2010-03-02","1150000",""
"854","2010-03-02","264317",""
"855","2010-03-02","265000",""
"856","2010-03-02","265000",""
"857","2010-03-02","180000","Dublin 4"
"858","2010-03-02","100000","Dublin 11"
"859","2010-03-02","388000",""
"860","2010-03-02","295000",""
"861","2010-03-02","640000",""
"862","2010-03-02","300000",""
"863","2010-03-02","570000","Dublin 14"
"864","2010-03-02","782000",""
"865","2010-03-02","295000",""
"866","2010-03-02","245000","Dublin 6"
"867","2010-03-03","625550.66",""
"868","2010-03-03","295000",""
"869","2010-03-03","306000",""
"870","2010-03-03","175000","Dublin 12"
"871","2010-03-03","455000","Dublin 8"
"872","2010-03-03","528590.3","Dublin 14"
"873","2010-03-03","250000",""
"874","2010-03-03","495000","Dublin 8"
"875","2010-03-03","878000",""
"876","2010-03-03","220264",""
"877","2010-03-03","345000",""
"878","2010-03-03","550000","Dublin 6"
"879","2010-03-03","175000",""
"880","2010-03-03","185000","Dublin 8"
"881","2010-03-03","283000",""
"882","2010-03-04","1850000","Dublin 4"
"883","2010-03-04","195000","Dublin 12"
"884","2010-03-04","205000","Dublin 6w"
"885","2010-03-04","105000",""
"886","2010-03-04","1119300","Dublin 5"
"887","2010-03-04","262500",""
"888","2010-03-04","361233.49",""
"889","2010-03-04","170000",""
"890","2010-03-04","195000","Dublin 1"
"891","2010-03-04","200000",""
"892","2010-03-04","630000","Dublin 4"
"893","2010-03-04","60000","Dublin 8"
"894","2010-03-04","400000","Dublin 12"
"895","2010-03-04","312775.33","Dublin 13"
"896","2010-03-04","10000","Dublin 6"
"897","2010-03-04","500000",""
"898","2010-03-04","405000",""
"899","2010-03-04","230000","Dublin 12"
"900","2010-03-04","225000","Dublin 11"
"901","2010-03-05","265000","Dublin 24"
"902","2010-03-05","260000","Dublin 5"
"903","2010-03-05","191000",""
"904","2010-03-05","295000",""
"905","2010-03-05","272500","Dublin 15"
"906","2010-03-05","285000",""
"907","2010-03-05","397125","Dublin 9"
"908","2010-03-05","570000",""
"909","2010-03-05","233000",""
"910","2010-03-05","660000",""
"911","2010-03-05","600000",""
"912","2010-03-05","210000","Dublin 12"
"913","2010-03-05","546255.51",""
"914","2010-03-05","470000",""
"915","2010-03-05","472500",""
"916","2010-03-05","260000",""
"917","2010-03-05","480000","Dublin 3"
"918","2010-03-05","277500",""
"919","2010-03-05","643171.81","Dublin 15"
"920","2010-03-05","185000","Dublin 24"
"921","2010-03-05","320000",""
"922","2010-03-05","340000",""
"923","2010-03-05","245000",""
"924","2010-03-05","399000",""
"925","2010-03-05","230000","Dublin 8"
"926","2010-03-05","200000",""
"927","2010-03-05","312000",""
"928","2010-03-05","230000",""
"929","2010-03-05","312775",""
"930","2010-03-05","182926.82",""
"931","2010-03-05","210000",""
"932","2010-03-05","187000","Dublin 8"
"933","2010-03-05","370000","Dublin 14"
"934","2010-03-05","485000",""
"935","2010-03-05","37843.75",""
"936","2010-03-08","320000",""
"937","2010-03-08","130000","Dublin 11"
"938","2010-03-08","325000",""
"939","2010-03-08","158590","Dublin 13"
"940","2010-03-08","207500",""
"941","2010-03-08","218000",""
"942","2010-03-08","630000","Dublin 6"
"943","2010-03-08","470000","Dublin 6"
"944","2010-03-08","295000",""
"945","2010-03-08","300000",""
"946","2010-03-08","270000",""
"947","2010-03-08","375000","Dublin 6w"
"948","2010-03-08","427500","Dublin 15"
"949","2010-03-08","460000","Dublin 12"
"950","2010-03-08","239000",""
"951","2010-03-08","255000",""
"952","2010-03-08","185021.98","Dublin 7"
"953","2010-03-08","295000",""
"954","2010-03-08","580000",""
"955","2010-03-08","500000",""
"956","2010-03-09","544700",""
"957","2010-03-09","165000","Dublin 10"
"958","2010-03-09","281938.32","Dublin 18"
"959","2010-03-09","200000",""
"960","2010-03-09","235000",""
"961","2010-03-09","200000",""
"962","2010-03-09","1372500",""
"963","2010-03-09","225000",""
"964","2010-03-09","250000",""
"965","2010-03-09","540000","Dublin 3"
"966","2010-03-09","139879",""
"967","2010-03-09","470000",""
"968","2010-03-09","105000",""
"969","2010-03-09","37000",""
"970","2010-03-09","170000",""
"971","2010-03-09","235000",""
"972","2010-03-09","475000",""
"973","2010-03-09","367500",""
"974","2010-03-10","160000",""
"975","2010-03-10","200000",""
"976","2010-03-10","1298000","Dublin 6"
"977","2010-03-10","205000","Dublin 14"
"978","2010-03-10","200000","Dublin 12"
"979","2010-03-10","330000","Dublin 5"
"980","2010-03-10","130000","Dublin 10"
"981","2010-03-10","166000","Dublin 8"
"982","2010-03-10","250000",""
"983","2010-03-10","325000",""
"984","2010-03-10","230000",""
"985","2010-03-10","340000",""
"986","2010-03-10","136245.81",""
"987","2010-03-10","285000","Dublin 3"
"988","2010-03-10","407500","Dublin 11"
"989","2010-03-10","10000",""
"990","2010-03-10","315000",""
"991","2010-03-10","155000",""
"992","2010-03-10","200000",""
"993","2010-03-10","188986.78","Dublin 3"
"994","2010-03-10","465000",""
"995","2010-03-10","180617.22",""
"996","2010-03-10","286343.61",""
"997","2010-03-11","420000",""
"998","2010-03-11","340000","Dublin 22"
"999","2010-03-11","224999",""
"1000","2010-03-11","147092.51","Dublin 13"
"1001","2010-03-11","292500",""
"1002","2010-03-11","435000",""
"1003","2010-03-11","314000",""
"1004","2010-03-11","771233.48","Dublin 6w"
"1005","2010-03-11","260000","Dublin 15"
"1006","2010-03-11","255000",""
"1007","2010-03-11","255000",""
"1008","2010-03-11","455000",""
"1009","2010-03-11","1196953","Dublin 4"
"1010","2010-03-11","947136.56","Dublin 15"
"1011","2010-03-11","219950","Dublin 11"
"1012","2010-03-11","200000",""
"1013","2010-03-11","105000","Dublin 15"
"1014","2010-03-11","280000",""
"1015","2010-03-11","199000","Dublin 24"
"1016","2010-03-11","415935",""
"1017","2010-03-11","249000",""
"1018","2010-03-11","160000",""
"1019","2010-03-11","530000","Dublin 4"
"1020","2010-03-12","202644",""
"1021","2010-03-12","202000",""
"1022","2010-03-12","265000",""
"1023","2010-03-12","231500",""
"1024","2010-03-12","149780",""
"1025","2010-03-12","169000",""
"1026","2010-03-12","225000",""
"1027","2010-03-12","140000",""
"1028","2010-03-12","152000",""
"1029","2010-03-12","202500","Dublin 24"
"1030","2010-03-12","205000",""
"1031","2010-03-12","305000",""
"1032","2010-03-12","154186",""
"1033","2010-03-12","235000","Dublin 11"
"1034","2010-03-12","299000",""
"1035","2010-03-12","277533.03",""
"1036","2010-03-12","164950",""
"1037","2010-03-12","255000",""
"1038","2010-03-12","300000","Dublin 8"
"1039","2010-03-12","300000","Dublin 8"
"1040","2010-03-12","318000",""
"1041","2010-03-12","415000",""
"1042","2010-03-12","575000",""
"1043","2010-03-12","282500",""
"1044","2010-03-12","180000","Dublin 15"
"1045","2010-03-12","520000","Dublin 6"
"1046","2010-03-12","630000","Dublin 4"
"1047","2010-03-12","220265",""
"1048","2010-03-12","132000",""
"1049","2010-03-12","230000",""
"1050","2010-03-12","360000",""
"1051","2010-03-12","198238",""
"1052","2010-03-12","145374.45","Dublin 15"
"1053","2010-03-12","197500",""
"1054","2010-03-12","268722",""
"1055","2010-03-12","205000",""
"1056","2010-03-12","198238",""
"1057","2010-03-12","310000","Dublin 4"
"1058","2010-03-12","270000","Dublin 8"
"1059","2010-03-12","188000",""
"1060","2010-03-12","283000",""
"1061","2010-03-12","76000",""
"1062","2010-03-13","273000",""
"1063","2010-03-15","235000",""
"1064","2010-03-15","793000",""
"1065","2010-03-15","793000",""
"1066","2010-03-15","256000","Dublin 12"
"1067","2010-03-15","236000","Dublin 8"
"1068","2010-03-15","205500","Dublin 13"
"1069","2010-03-15","198000",""
"1070","2010-03-15","285000","Dublin 1"
"1071","2010-03-15","187500",""
"1072","2010-03-15","252000",""
"1073","2010-03-15","330000","Dublin 8"
"1074","2010-03-15","435000",""
"1075","2010-03-15","210000","Dublin 2"
"1076","2010-03-15","220264",""
"1077","2010-03-15","275000",""
"1078","2010-03-16","355000","Dublin 24"
"1079","2010-03-16","257000",""
"1080","2010-03-16","343000",""
"1081","2010-03-16","546035.24",""
"1082","2010-03-16","244950",""
"1083","2010-03-16","731000","Dublin 6"
"1084","2010-03-16","185022.03","Dublin 11"
"1085","2010-03-16","196476",""
"1086","2010-03-16","380000",""
"1087","2010-03-16","295000",""
"1088","2010-03-16","510000",""
"1089","2010-03-16","187000",""
"1090","2010-03-16","330000","Dublin 3"
"1091","2010-03-16","280000","Dublin 5"
"1092","2010-03-16","247500",""
"1093","2010-03-16","315000","Dublin 22"
"1094","2010-03-16","135000","Dublin 15"
"1095","2010-03-16","350000","Dublin 6"
"1096","2010-03-16","273000",""
"1097","2010-03-16","205000",""
"1098","2010-03-16","242950","Dublin 11"
"1099","2010-03-16","360000","Dublin 6"
"1100","2010-03-16","172000","Dublin 8"
"1101","2010-03-16","183000","Dublin 8"
"1102","2010-03-16","157000","Dublin 11"
"1103","2010-03-17","222500","Dublin 8"
"1104","2010-03-18","199000","Dublin 11"
"1105","2010-03-18","385000","Dublin 4"
"1106","2010-03-18","355000",""
"1107","2010-03-18","239175",""
"1108","2010-03-18","300000",""
"1109","2010-03-18","517000","Dublin 6"
"1110","2010-03-18","470000",""
"1111","2010-03-18","100000",""
"1112","2010-03-18","265000",""
"1113","2010-03-18","303500",""
"1114","2010-03-18","216000","Dublin 15"
"1115","2010-03-18","241434.77",""
"1116","2010-03-18","169950",""
"1117","2010-03-18","274000",""
"1118","2010-03-19","400000","Dublin 22"
"1119","2010-03-19","255000",""
"1120","2010-03-19","210000",""
"1121","2010-03-19","490000","Dublin 6w"
"1122","2010-03-19","165000","Dublin 1"
"1123","2010-03-19","230000","Dublin 7"
"1124","2010-03-19","127500","Dublin 8"
"1125","2010-03-19","221145","Dublin 5"
"1126","2010-03-19","88000","Dublin 8"
"1127","2010-03-19","300000","Dublin 8"
"1128","2010-03-19","300000","Dublin 5"
"1129","2010-03-19","385000","Dublin 9"
"1130","2010-03-19","300000","Dublin 7"
"1131","2010-03-19","556000","Dublin 14"
"1132","2010-03-19","1250000",""
"1133","2010-03-19","238000",""
"1134","2010-03-19","187000","Dublin 15"
"1135","2010-03-19","290000",""
"1136","2010-03-19","250000",""
"1137","2010-03-19","315000",""
"1138","2010-03-19","119823.78",""
"1139","2010-03-19","580000","Dublin 6w"
"1140","2010-03-19","180000","Dublin 15"
"1141","2010-03-19","285000","Dublin 20"
"1142","2010-03-19","212500",""
"1143","2010-03-19","440000","Dublin 16"
"1144","2010-03-19","187000",""
"1145","2010-03-19","215000",""
"1146","2010-03-19","362000",""
"1147","2010-03-19","174144",""
"1148","2010-03-19","1125000",""
"1149","2010-03-20","225000",""
"1150","2010-03-22","125000",""
"1151","2010-03-22","268000",""
"1152","2010-03-22","198237.88",""
"1153","2010-03-22","280000","Dublin 7"
"1154","2010-03-22","420000","Dublin 18"
"1155","2010-03-22","188000",""
"1156","2010-03-22","372500","Dublin 5"
"1157","2010-03-22","211453",""
"1158","2010-03-22","167000",""
"1159","2010-03-22","310000","Dublin 15"
"1160","2010-03-22","177500",""
"1161","2010-03-22","158590",""
"1162","2010-03-22","255000",""
"1163","2010-03-22","232000",""
"1164","2010-03-22","170000",""
"1165","2010-03-22","286000",""
"1166","2010-03-22","150000","Dublin 10"
"1167","2010-03-23","170000","Dublin 15"
"1168","2010-03-23","907488.98",""
"1169","2010-03-23","290000","Dublin 9"
"1170","2010-03-23","220000",""
"1171","2010-03-23","354000",""
"1172","2010-03-23","356212",""
"1173","2010-03-23","365000","Dublin 4"
"1174","2010-03-23","425000","Dublin 14"
"1175","2010-03-23","395000",""
"1176","2010-03-23","910000","Dublin 6"
"1177","2010-03-23","262000","Dublin 4"
"1178","2010-03-23","291000",""
"1179","2010-03-23","450000","Dublin 14"
"1180","2010-03-23","335000","Dublin 5"
"1181","2010-03-23","730000",""
"1182","2010-03-23","270000",""
"1183","2010-03-23","335000",""
"1184","2010-03-24","260000",""
"1185","2010-03-24","230000",""
"1186","2010-03-24","585000","Dublin 9"
"1187","2010-03-24","171500","Dublin 3"
"1188","2010-03-24","93000",""
"1189","2010-03-24","415000","Dublin 16"
"1190","2010-03-24","655000","Dublin 4"
"1191","2010-03-24","1080000",""
"1192","2010-03-24","169000",""
"1193","2010-03-24","725000",""
"1194","2010-03-24","310000",""
"1195","2010-03-24","385000",""
"1196","2010-03-24","171134",""
"1197","2010-03-24","245000",""
"1198","2010-03-24","125000",""
"1199","2010-03-24","410000",""
"1200","2010-03-24","395000",""
"1201","2010-03-24","2170000",""
"1202","2010-03-24","628500",""
"1203","2010-03-25","430000",""
"1204","2010-03-25","925000",""
"1205","2010-03-25","1250000",""
"1206","2010-03-25","325000",""
"1207","2010-03-25","1000000","Dublin 18"
"1208","2010-03-25","182000",""
"1209","2010-03-25","205000","Dublin 10"
"1210","2010-03-25","200000","Dublin 24"
"1211","2010-03-25","106000",""
"1212","2010-03-25","214500",""
"1213","2010-03-25","305000","Dublin 11"
"1214","2010-03-25","270000",""
"1215","2010-03-25","270000",""
"1216","2010-03-25","219950","Dublin 11"
"1217","2010-03-25","160000",""
"1218","2010-03-25","330000","Dublin 13"
"1219","2010-03-25","219000",""
"1220","2010-03-25","370000",""
"1221","2010-03-25","385000","Dublin 5"
"1222","2010-03-25","315000","Dublin 11"
"1223","2010-03-25","185000",""
"1224","2010-03-25","135000",""
"1225","2010-03-26","289000",""
"1226","2010-03-26","532000",""
"1227","2010-03-26","220000",""
"1228","2010-03-26","405000",""
"1229","2010-03-26","380000","Dublin 9"
"1230","2010-03-26","510000","Dublin 6"
"1231","2010-03-26","210000",""
"1232","2010-03-26","632000",""
"1233","2010-03-26","630000",""
"1234","2010-03-26","320000","Dublin 11"
"1235","2010-03-26","215000",""
"1236","2010-03-26","365000",""
"1237","2010-03-26","345000",""
"1238","2010-03-26","325000",""
"1239","2010-03-26","157000","Dublin 1"
"1240","2010-03-26","1175000","Dublin 6"
"1241","2010-03-26","224670",""
"1242","2010-03-26","385000",""
"1243","2010-03-26","200000","Dublin 7"
"1244","2010-03-26","320000","Dublin 17"
"1245","2010-03-26","270000","Dublin 12"
"1246","2010-03-26","475000","Dublin 14"
"1247","2010-03-26","312000",""
"1248","2010-03-26","220000",""
"1249","2010-03-26","172000",""
"1250","2010-03-26","298500",""
"1251","2010-03-26","277500","Dublin 5"
"1252","2010-03-26","315000",""
"1253","2010-03-26","330000",""
"1254","2010-03-26","241000",""
"1255","2010-03-26","265000",""
"1256","2010-03-26","682820",""
"1257","2010-03-26","290748.89",""
"1258","2010-03-26","220000",""
"1259","2010-03-26","355000",""
"1260","2010-03-26","125000",""
"1261","2010-03-26","337500","Dublin 6w"
"1262","2010-03-26","147000","Dublin 13"
"1263","2010-03-26","335000","Dublin 1"
"1264","2010-03-26","255000","Dublin 15"
"1265","2010-03-26","475000",""
"1266","2010-03-26","650000",""
