PropertyType,NumberofRoom,Location,2008,2009,2010,2011,2012,2013,2014,2015
Other flats,Two bed,"Donabate, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Dun Laoghaire, Dublin",0,0,0,0,842.52,0,0,0
Other flats,Two bed,"Glenageary, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Howth, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Killiney, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Kinsealy, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Lucan, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Lusk, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Malahide, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Monkstown, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Mount Merrion, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Portmarnock, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Rathcoole, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Rush, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Saggart, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Sandycove, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Shankill, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Skerries, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Stepaside, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Stillorgan, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,"Swords, Dublin",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 1,1048.71,969.58,818.45,757.89,744.15,766.72,860.49,963
Other flats,Two bed,"I.F.S.C., Dublin 1",0,0,0,0,0,0,0,0
Other flats,Two bed,"Parnell Street, Dublin 1",0,0,0,0,0,0,0,0
Other flats,Two bed,"Spencer Dock, Dublin 1",0,0,0,0,0,0,0,0
Other flats,Two bed,"Summerhill, Dublin 1",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 2,1097.76,1083.08,1062.82,976.51,961.59,1041.55,1161.31,1223.75
Other flats,Two bed,"Aungier Street, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Two bed,"Charlemont Street, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Two bed,"Grand Canal Dock, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Two bed,"Grand Canal Square, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Two bed,"Hanover Quay, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Two bed,"Lower Mount Street, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Two bed,"Pearse Street, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Two bed,"Tara Street, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Two bed,"Temple Bar, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Two bed,"Townsend Street, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 3,1001.98,888.01,748.72,727.35,722.95,778.25,805.81,850.62
Other flats,Two bed,"Clonliffe, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Two bed,"Clontarf, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Two bed,"Drumcondra, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Two bed,"East Wall, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Two bed,"Eastwall, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Two bed,"Fairview, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Two bed,"Marino, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Two bed,"North Strand, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 4,1170.56,1055.81,966.63,972.21,998.89,1020,1059.76,1091.27
Other flats,Two bed,"Ballsbridge, Dublin 4",0,0,0,1004.72,1010.56,960.4,940.41,988.41
Other flats,Two bed,"Donnybrook, Dublin 4",0,0,0,0,0,0,0,0
Other flats,Two bed,"Irishtown, Dublin 4",0,0,0,0,0,0,0,0
Other flats,Two bed,"Merrion, Dublin 4",0,0,0,0,0,0,0,0
Other flats,Two bed,"Pembroke, Dublin 4",0,0,0,0,0,0,0,0
Other flats,Two bed,"Ringsend, Dublin 4",0,0,0,0,0,0,0,0
Other flats,Two bed,"Sandymount, Dublin 4",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 5,0,0,0,0,0,0,0,0
Other flats,Two bed,"Artane, Dublin 5",0,0,0,0,0,0,0,0
Other flats,Two bed,"Killester, Dublin 5",0,0,0,0,0,0,0,0
Other flats,Two bed,"Raheny, Dublin 5",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 6,1026.03,932.18,826.49,810.74,835.91,885.54,964.83,1044.16
Other flats,Two bed,"Dartry, Dublin 6",0,0,0,0,0,0,0,0
Other flats,Two bed,"Harolds Cross, Dublin 6",0,0,0,0,0,0,0,0
Other flats,Two bed,"Milltown, Dublin 6",0,0,0,0,0,0,0,0
Other flats,Two bed,"Ranelagh, Dublin 6",968.69,931.58,852.66,829.47,858.64,956.11,1033.87,1088.66
Other flats,Two bed,"Rathgar, Dublin 6",1070.67,976.48,845.66,834.33,862.53,882.02,962.21,1061.13
Other flats,Two bed,"Rathmines, Dublin 6",1041.68,917.14,789.14,783.89,824.56,863.74,935.47,1020.01
Other flats,Two bed,"Terenure, Dublin 6",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 6W,0,792.24,697.9,0,796.94,870.67,975.79,1020.71
Other flats,Two bed,"Harolds Cross, Dublin 6W",0,0,0,0,0,0,0,0
Other flats,Two bed,"Templeogue, Dublin 6W",0,0,0,0,0,0,0,0
Other flats,Two bed,"Terenure, Dublin 6W",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 7,904.3,850.9,750.23,690.52,689.66,734.32,799.55,864.33
Other flats,Two bed,"Arbour Hill, Dublin 7",0,0,0,0,0,0,0,0
Other flats,Two bed,"Cabra, Dublin 7",0,0,0,0,0,0,0,0
Other flats,Two bed,"Navan Road, Dublin 7",0,0,0,0,0,0,0,0
Other flats,Two bed,"North Circular Road, Dublin 7",0,0,0,0,0,0,0,0
Other flats,Two bed,"Phibsboro, Dublin 7",0,733.98,657.06,660.6,673.16,689.89,762.05,866.56
Other flats,Two bed,"Smithfield, Dublin 7",0,0,0,0,0,0,0,0
Other flats,Two bed,"Stoneybatter, Dublin 7",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 8,966.79,892.82,785.95,731.34,740.55,776.72,822.76,886.85
Other flats,Two bed,"Christchurch, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Two bed,"Cork Street, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Two bed,"Dolphins Barn, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Two bed,"Inchicore, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Two bed,"Islandbridge, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Two bed,"Kilmainham , Dublin 8",0,0,0,0,0,0,0,0
Other flats,Two bed,"Portobello, Dublin 8",0,894.98,0,0,0,0,0,826.45
Other flats,Two bed,"Rialto, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Two bed,"South Circular Road, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Two bed,"The Coombe, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 9,830.85,829.97,739.36,716.1,732.24,778.54,874.88,917.8
Other flats,Two bed,"Ballymun, Dublin 9",0,0,0,0,0,0,0,0
Other flats,Two bed,"Beaumont, Dublin 9",0,0,0,0,0,0,0,0
Other flats,Two bed,"Drumcondra, Dublin 9",0,843.51,707.28,692.54,699.46,0,0,0
Other flats,Two bed,"Glasnevin, Dublin 9",0,0,0,0,0,0,0,0
Other flats,Two bed,"Santry, Dublin 9",0,0,0,0,0,0,0,0
Other flats,Two bed,"Whitehall, Dublin 9",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 10,0,0,0,0,0,0,0,0
Other flats,Two bed,"Ballyfermot, Dublin 10",0,0,0,0,0,0,0,0
Other flats,Two bed,"Cherry Orchard, Dublin 10",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 11,0,0,0,0,0,0,0,0
Other flats,Two bed,"Ballymun, Dublin 11",0,0,0,0,0,0,0,0
Other flats,Two bed,"Finglas, Dublin 11",0,0,0,0,0,0,0,0
Other flats,Two bed,"Glasnevin, Dublin 11",0,0,0,0,0,0,0,0
Other flats,Two bed,"Meakstown, Dublin 11",0,0,0,0,0,0,0,0
Other flats,Two bed,"St Margarets Road, Dublin 11",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 12,0,0,0,755.81,759.55,737.21,0,0
Other flats,Two bed,"Crumlin, Dublin 12",0,0,0,0,0,0,0,0
Other flats,Two bed,"Drimnagh, Dublin 12",0,0,0,0,0,0,0,0
Other flats,Two bed,"Kimmage, Dublin 12",0,0,0,0,0,0,0,0
Other flats,Two bed,"Walkinstown, Dublin 12",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 13,0,0,0,0,0,0,0,0
Other flats,Two bed,"Baldoyle, Dublin 13",0,0,0,0,0,0,0,0
Other flats,Two bed,"Balgriffin, Dublin 13",0,0,0,0,0,0,0,0
Other flats,Two bed,"Clongriffin, Dublin 13",0,0,0,0,0,0,0,0
Other flats,Two bed,"Donaghmede, Dublin 13",0,0,0,0,0,0,0,0
Other flats,Two bed,"Sutton, Dublin 13",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 14,0,0,0,0,0,0,0,0
Other flats,Two bed,"Churchtown, Dublin 14",0,0,0,0,0,0,0,0
Other flats,Two bed,"Clonskeagh, Dublin 14",0,0,0,0,0,0,0,0
Other flats,Two bed,"Dundrum, Dublin 14",0,0,0,0,0,0,0,0
Other flats,Two bed,"Goatstown, Dublin 14",0,0,0,0,0,0,0,0
Other flats,Two bed,"Rathfarnham, Dublin 14",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 15,0,0,0,0,0,0,0,0
Other flats,Two bed,"Ashtown, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Two bed,"Blanchardstown, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Two bed,"Carpenterstown, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Two bed,"Castleknock, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Two bed,"Clonee, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Two bed,"Clonsilla, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Two bed,"Coolmine, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Two bed,"Mulhuddart, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Two bed,"Ongar, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Two bed,"Porterstown, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Two bed,"Royal Canal Park, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Two bed,"Tyrrelstown, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 16,0,0,0,0,0,0,0,0
Other flats,Two bed,"Ballinteer, Dublin 16",0,0,0,0,0,0,0,0
Other flats,Two bed,"Dundrum, Dublin 16",0,0,0,0,0,0,0,0
Other flats,Two bed,"Knocklyon, Dublin 16",0,0,0,0,0,0,0,0
Other flats,Two bed,"Rathfarnham, Dublin 16",0,0,0,0,0,0,0,0
Other flats,Two bed,"Sandyford, Dublin 16",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 17,0,0,0,0,0,0,0,0
Other flats,Two bed,"Malahide Road, Dublin 17",0,0,0,0,0,0,0,0
Other flats,Two bed,"Northern Cross, Dublin 17",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 18,0,0,0,0,0,0,0,0
Other flats,Two bed,"Cabinteely, Dublin 18",0,0,0,0,0,0,0,0
Other flats,Two bed,"Carrickmines, Dublin 18",0,0,0,0,0,0,0,0
Other flats,Two bed,"Foxrock, Dublin 18",0,0,0,0,0,0,0,0
Other flats,Two bed,"Leopardstown, Dublin 18",0,0,0,0,0,0,0,0
Other flats,Two bed,"Sandyford, Dublin 18",0,0,0,0,0,0,0,0
Other flats,Two bed,"Stepaside, Dublin 18",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 20,0,0,0,0,0,0,0,0
Other flats,Two bed,"Chapelizod, Dublin 20",0,0,0,0,0,0,0,0
Other flats,Two bed,"Palmerstown, Dublin 20",0,0,0,0,0,0,0,0
Other flats,Two bed,"Clondalkin, Dublin 22",0,0,0,0,0,0,0,0
Other flats,Two bed,Dublin 24,0,0,0,0,0,0,0,0
Other flats,Two bed,"Ballycullen, Dublin 24",0,0,0,0,0,0,0,0
Other flats,Two bed,"Citywest, Dublin 24",0,0,0,0,0,0,0,0
Other flats,Two bed,"Firhouse, Dublin 24",0,0,0,0,0,0,0,0
Other flats,Two bed,"Tallaght, Dublin 24",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin,0,0,0,979.21,966.86,1067.5,1029.43,977.6
Other flats,Three bed,"Balbriggan, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Blackrock, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Booterstown, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Cabinteely, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Citywest, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Dalkey, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Donabate, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Dun Laoghaire, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Glenageary, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Howth, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Killiney, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Kinsealy, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Lucan, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Lusk, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Malahide, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Monkstown, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Mount Merrion, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Portmarnock, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Rathcoole, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Rush, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Saggart, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Sandycove, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Shankill, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Skerries, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Stepaside, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Stillorgan, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,"Swords, Dublin",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 1,0,0,0,0,0,0,0,0
Other flats,Three bed,"I.F.S.C., Dublin 1",0,0,0,0,0,0,0,0
Other flats,Three bed,"Parnell Street, Dublin 1",0,0,0,0,0,0,0,0
Other flats,Three bed,"Spencer Dock, Dublin 1",0,0,0,0,0,0,0,0
Other flats,Three bed,"Summerhill, Dublin 1",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 2,0,0,0,0,0,0,0,0
Other flats,Three bed,"Aungier Street, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Three bed,"Charlemont Street, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Three bed,"Grand Canal Dock, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Three bed,"Grand Canal Square, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Three bed,"Hanover Quay, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Three bed,"Lower Mount Street, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Three bed,"Pearse Street, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Three bed,"Tara Street, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Three bed,"Temple Bar, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Three bed,"Townsend Street, Dublin 2",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 3,0,0,0,0,0,0,0,0
Other flats,Three bed,"Clonliffe, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Three bed,"Clontarf, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Three bed,"Drumcondra, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Three bed,"East Wall, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Three bed,"Eastwall, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Three bed,"Fairview, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Three bed,"Marino, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Three bed,"North Strand, Dublin 3",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 4,0,0,0,0,0,0,0,0
Other flats,Three bed,"Ballsbridge, Dublin 4",0,0,0,0,0,0,0,0
Other flats,Three bed,"Donnybrook, Dublin 4",0,0,0,0,0,0,0,0
Other flats,Three bed,"Irishtown, Dublin 4",0,0,0,0,0,0,0,0
Other flats,Three bed,"Merrion, Dublin 4",0,0,0,0,0,0,0,0
Other flats,Three bed,"Pembroke, Dublin 4",0,0,0,0,0,0,0,0
Other flats,Three bed,"Ringsend, Dublin 4",0,0,0,0,0,0,0,0
Other flats,Three bed,"Sandymount, Dublin 4",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 5,0,0,0,0,0,0,0,0
Other flats,Three bed,"Artane, Dublin 5",0,0,0,0,0,0,0,0
Other flats,Three bed,"Killester, Dublin 5",0,0,0,0,0,0,0,0
Other flats,Three bed,"Raheny, Dublin 5",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 6,1299.8,1184.04,1052.96,1099.2,1205.91,1203.65,1234.02,1473.73
Other flats,Three bed,"Dartry, Dublin 6",0,0,0,0,0,0,0,0
Other flats,Three bed,"Harolds Cross, Dublin 6",0,0,0,0,0,0,0,0
Other flats,Three bed,"Milltown, Dublin 6",0,0,0,0,0,0,0,0
Other flats,Three bed,"Ranelagh, Dublin 6",0,0,0,0,0,0,0,0
Other flats,Three bed,"Rathgar, Dublin 6",0,0,0,0,0,0,0,0
Other flats,Three bed,"Rathmines, Dublin 6",1277.31,1167.2,996.8,1095.11,1191.23,1213.24,1241.54,1535.73
Other flats,Three bed,"Terenure, Dublin 6",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 6W,0,0,0,0,0,0,0,0
Other flats,Three bed,"Harolds Cross, Dublin 6W",0,0,0,0,0,0,0,0
Other flats,Three bed,"Templeogue, Dublin 6W",0,0,0,0,0,0,0,0
Other flats,Three bed,"Terenure, Dublin 6W",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 7,0,0,0,0,0,0,0,0
Other flats,Three bed,"Arbour Hill, Dublin 7",0,0,0,0,0,0,0,0
Other flats,Three bed,"Cabra, Dublin 7",0,0,0,0,0,0,0,0
Other flats,Three bed,"Navan Road, Dublin 7",0,0,0,0,0,0,0,0
Other flats,Three bed,"North Circular Road, Dublin 7",0,0,0,0,0,0,0,0
Other flats,Three bed,"Phibsboro, Dublin 7",0,0,0,0,0,0,0,0
Other flats,Three bed,"Smithfield, Dublin 7",0,0,0,0,0,0,0,0
Other flats,Three bed,"Stoneybatter, Dublin 7",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 8,0,0,0,0,0,0,0,0
Other flats,Three bed,"Christchurch, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Three bed,"Cork Street, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Three bed,"Dolphins Barn, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Three bed,"Inchicore, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Three bed,"Islandbridge, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Three bed,"Kilmainham , Dublin 8",0,0,0,0,0,0,0,0
Other flats,Three bed,"Portobello, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Three bed,"Rialto, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Three bed,"South Circular Road, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Three bed,"The Coombe, Dublin 8",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 9,0,0,0,0,0,0,0,0
Other flats,Three bed,"Ballymun, Dublin 9",0,0,0,0,0,0,0,0
Other flats,Three bed,"Beaumont, Dublin 9",0,0,0,0,0,0,0,0
Other flats,Three bed,"Drumcondra, Dublin 9",0,0,0,0,0,0,0,0
Other flats,Three bed,"Glasnevin, Dublin 9",0,0,0,0,0,0,0,0
Other flats,Three bed,"Santry, Dublin 9",0,0,0,0,0,0,0,0
Other flats,Three bed,"Whitehall, Dublin 9",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 10,0,0,0,0,0,0,0,0
Other flats,Three bed,"Ballyfermot, Dublin 10",0,0,0,0,0,0,0,0
Other flats,Three bed,"Cherry Orchard, Dublin 10",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 11,0,0,0,0,0,0,0,0
Other flats,Three bed,"Ballymun, Dublin 11",0,0,0,0,0,0,0,0
Other flats,Three bed,"Finglas, Dublin 11",0,0,0,0,0,0,0,0
Other flats,Three bed,"Glasnevin, Dublin 11",0,0,0,0,0,0,0,0
Other flats,Three bed,"Meakstown, Dublin 11",0,0,0,0,0,0,0,0
Other flats,Three bed,"St Margarets Road, Dublin 11",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 12,0,0,0,0,0,0,0,0
Other flats,Three bed,"Crumlin, Dublin 12",0,0,0,0,0,0,0,0
Other flats,Three bed,"Drimnagh, Dublin 12",0,0,0,0,0,0,0,0
Other flats,Three bed,"Kimmage, Dublin 12",0,0,0,0,0,0,0,0
Other flats,Three bed,"Walkinstown, Dublin 12",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 13,0,0,0,0,0,0,0,0
Other flats,Three bed,"Baldoyle, Dublin 13",0,0,0,0,0,0,0,0
Other flats,Three bed,"Balgriffin, Dublin 13",0,0,0,0,0,0,0,0
Other flats,Three bed,"Clongriffin, Dublin 13",0,0,0,0,0,0,0,0
Other flats,Three bed,"Donaghmede, Dublin 13",0,0,0,0,0,0,0,0
Other flats,Three bed,"Sutton, Dublin 13",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 14,0,0,0,0,0,0,0,0
Other flats,Three bed,"Churchtown, Dublin 14",0,0,0,0,0,0,0,0
Other flats,Three bed,"Clonskeagh, Dublin 14",0,0,0,0,0,0,0,0
Other flats,Three bed,"Dundrum, Dublin 14",0,0,0,0,0,0,0,0
Other flats,Three bed,"Goatstown, Dublin 14",0,0,0,0,0,0,0,0
Other flats,Three bed,"Rathfarnham, Dublin 14",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 15,0,0,0,0,0,0,0,0
Other flats,Three bed,"Ashtown, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Three bed,"Blanchardstown, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Three bed,"Carpenterstown, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Three bed,"Castleknock, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Three bed,"Clonee, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Three bed,"Clonsilla, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Three bed,"Coolmine, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Three bed,"Mulhuddart, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Three bed,"Ongar, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Three bed,"Porterstown, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Three bed,"Royal Canal Park, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Three bed,"Tyrrelstown, Dublin 15",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 16,0,0,0,0,0,0,0,0
Other flats,Three bed,"Ballinteer, Dublin 16",0,0,0,0,0,0,0,0
Other flats,Three bed,"Dundrum, Dublin 16",0,0,0,0,0,0,0,0
Other flats,Three bed,"Knocklyon, Dublin 16",0,0,0,0,0,0,0,0
Other flats,Three bed,"Rathfarnham, Dublin 16",0,0,0,0,0,0,0,0
Other flats,Three bed,"Sandyford, Dublin 16",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 17,0,0,0,0,0,0,0,0
Other flats,Three bed,"Malahide Road, Dublin 17",0,0,0,0,0,0,0,0
Other flats,Three bed,"Northern Cross, Dublin 17",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 18,0,0,0,0,0,0,0,0
Other flats,Three bed,"Cabinteely, Dublin 18",0,0,0,0,0,0,0,0
Other flats,Three bed,"Carrickmines, Dublin 18",0,0,0,0,0,0,0,0
Other flats,Three bed,"Foxrock, Dublin 18",0,0,0,0,0,0,0,0
Other flats,Three bed,"Leopardstown, Dublin 18",0,0,0,0,0,0,0,0
Other flats,Three bed,"Sandyford, Dublin 18",0,0,0,0,0,0,0,0
Other flats,Three bed,"Stepaside, Dublin 18",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 20,0,0,0,0,0,0,0,0
Other flats,Three bed,"Chapelizod, Dublin 20",0,0,0,0,0,0,0,0
Other flats,Three bed,"Palmerstown, Dublin 20",0,0,0,0,0,0,0,0
Other flats,Three bed,"Clondalkin, Dublin 22",0,0,0,0,0,0,0,0
Other flats,Three bed,Dublin 24,0,0,0,0,0,0,0,0
Other flats,Three bed,"Ballycullen, Dublin 24",0,0,0,0,0,0,0,0
Other flats,Three bed,"Citywest, Dublin 24",0,0,0,0,0,0,0,0
Other flats,Three bed,"Firhouse, Dublin 24",0,0,0,0,0,0,0,0
Other flats,Three bed,"Tallaght, Dublin 24",0,0,0,0,0,0,0,0
Other flats,1 to 2 bed,Dublin,824.42,767.76,681.17,655.81,654.4,673.84,714.34,759.3
Other flats,1 to 2 bed,"Balbriggan, Dublin",0,0,0,0,0,0,0,0
Other flats,1 to 2 bed,"Blackrock, Dublin",0,882.52,833.48,790.35,790.86,760.22,791.97,779.74
Other flats,1 to 2 bed,"Booterstown, Dublin",0,0,0,0,0,0,0,0
Other flats,1 to 2 bed,"Cabinteely, Dublin",0,0,0,0,0,0,0,0
Other flats,1 to 2 bed,"Citywest, Dublin",0,0,0,0,0,0,0,0
Other flats,1 to 2 bed,"Dalkey, Dublin",0,0,0,0,0,0,0,0
Other flats,1 to 2 bed,"Donabate, Dublin",0,0,0,0,0,0,0,0
Other flats,1 to 2 bed,"Dun Laoghaire, Dublin",804.66,765.07,680.27,656.45,682.2,731.41,777.29,815.11
Other flats,1 to 2 bed,"Glenageary, Dublin",0,0,0,0,0,0,0,0
Other flats,1 to 2 bed,"Howth, Dublin",0,0,0,0,0,0,0,0
Other flats,1 to 2 bed,"Killiney, Dublin",0,0,0,0,0,0,0,0
Other flats,1 to 2 bed,"Kinsealy, Dublin",0,0,0,0,0,0,0,0
Other flats,1 to 2 bed,"Lucan, Dublin",0,0,0,0,0,0,0,0
Other flats,1 to 2 bed,"Lusk, Dublin",0,0,0,0,0,0,0,0
Other flats,1 to 2 bed,"Malahide, Dublin",0,0,0,0,0,0,0,0
Other flats,1 to 2 bed,"Monkstown, Dublin",0,0,0,795.75,785.45,793.09,803.1,887.6
Other flats,1 to 2 bed,"Mount Merrion, Dublin",0,0,0,0,0,0,0,0
